file_name,x1,y1,x2,y2,label,angle
exp_LJ8_LuanaeJulieti_U251_nan_CT_1min_T1552480068.jpg,637.1083984375,386.42468452453613,728.8916015625,402.5753765106201,cell,0.4048917988279203
exp_LJ8_LuanaeJulieti_U251_nan_CT_1min_T1552480068.jpg,591.6931457519531,351.14077615737915,644.1907653808594,366.7605299949646,cell,0.7044940592209583
exp_LJ8_LuanaeJulieti_U251_nan_CT_1min_T1552480068.jpg,600.8131771087646,344.2780637741089,648.1868228912354,357.7219362258911,cell,0.6947383675157801
exp_LJ8_LuanaeJulieti_U251_nan_CT_1min_T1552480068.jpg,578.8131771087646,296.27803325653076,626.1868228912354,309.721905708313,cell,0.6947383675157801
exp_LJ8_LuanaeJulieti_U251_nan_CT_1min_T1552480068.jpg,570.0,364.0,610.0,394.0,cell,3.1415926535897927
exp_M1_Mauricio_mcf7_frame_2.png,149.5,130.5,203.5,175.5,cell,1.5707963267948966
exp_M1_Mauricio_mcf7_frame_2.png,183.00000381469727,911.0000038146973,226.99999618530273,951.9999961853027,cell,3.1415926535897927
exp_M1_Mauricio_mcf7_frame_2.png,212.52515602111816,936.2587699890137,271.47484397888184,973.7412300109863,cell,2.3682420317526183
exp_M1_Mauricio_mcf7_frame_2.png,494.6244354248047,785.516414642334,657.3758087158203,831.4837074279785,cell,0.8027876732092841
exp_M1_Mauricio_mcf7_frame_2.png,706.7800216674805,629.1465396881104,884.2202224731445,676.8535823822021,cell,2.56923825607195
exp_M1_Mauricio_mcf7_frame_2.png,868.9021301269532,871.0812015533447,938.097625732422,904.9187984466553,cell,2.1708465343851278
exp_M1_Mauricio_mcf7_frame_2.png,915.3590545654297,834.0964603424072,969.5900421142578,882.3530025482178,cell,1.4784669286468304
exp_M1_Mauricio_mcf7_frame_2.png,950.6663494110107,671.8167266845703,1003.1606769561768,712.6211395263672,cell,2.843093707546861
exp_M1_Mauricio_mcf7_frame_2.png,899.8553009033203,592.5278568267822,1018.1515350341797,636.4937496185303,cell,2.8414215086984003
exp_M1_Mauricio_mcf7_frame_2.png,809.4135475158691,572.3838195800781,876.5865745544434,608.6161804199219,cell,2.4410962654811525
exp_M1_Mauricio_mcf7_frame_2.png,769.8794231414795,563.8330917358398,829.1205768585205,605.1669082641602,cell,0.5785242093942565
exp_M1_Mauricio_mcf7_frame_2.png,459.1340503692627,706.8636245727539,498.94401359558105,743.5378646850586,cell,2.9495446505331273
exp_M1_Mauricio_mcf7_frame_2.png,265.74634170532227,757.761302947998,305.4074058532715,778.0078620910645,cell,2.1587988596668
exp_M1_Mauricio_mcf7_frame_2.png,247.9999771118164,367.99997329711914,326.99996185302734,414.9999656677246,cell,1.5707963267948966
exp_M1_Mauricio_mcf7_frame_2.png,213.04376983642578,444.66645431518555,291.9562301635742,491.3336067199707,cell,2.3652032983698104
exp_M1_Mauricio_mcf7_frame_2.png,371.00000762939453,496.00000381469727,459.99999237060547,542.9999961853027,cell,1.5707963267948966
exp_M1_Mauricio_mcf7_frame_2.png,957.0673599243164,60.56932067871094,1045.932518005371,107.43061828613281,cell,2.2684205622469142
exp_M1_Mauricio_mcf7_frame_2.png,1181.2520179748535,63.90876770019531,1269.8973960876465,106.85517883300781,cell,1.377825538420518
exp_M1_Mauricio_mcf7_frame_2.png,1192.2047424316406,146.64191055297852,1280.7955017089844,189.35815048217773,cell,0.372067772470962
exp_M1_Mauricio_mcf7_frame_2.png,1068.8123912811277,220.14899921417236,1107.8636341094968,251.927752494812,cell,2.9090358398241496
exp_M1_Mauricio_mcf7_frame_2.png,936.3960094451905,132.03728485107422,991.4318714141847,179.88263702392578,cell,2.0061495951977384
exp_M1_Mauricio_mcf7_frame_2.png,869.1434535980225,427.03435707092285,902.9813022613525,453.60223960876465,cell,1.9018924311594256
exp_M1_Mauricio_mcf7_frame_2.png,728.1018886566162,339.2356700897217,776.8982334136963,385.7643299102783,cell,1.7156088402822358
exp_M1_Mauricio_mcf7_frame_2.png,904.4199657440186,977.7539176940918,958.5800342559814,1014.2462043762207,cell,2.991780254892912
exp_M1_Mauricio_mcf7_frame_2.png,861.7350940704346,980.964599609375,910.7758922576904,1018.015380859375,cell,0.04079368572183169
exp_M1_Mauricio_mcf7_frame_2.png,260.47501277923584,752.1399354934692,287.48714542388916,769.8152647018433,cell,2.4393357828425564
exp_M1_Mauricio_mcf7_frame_2.png,251.26484489440918,727.7552518844604,283.7351551055908,755.244870185852,cell,2.8501359044173573
exp_M1_Mauricio_mcf7_frame_2.png,494.87117099761963,700.9199666976929,524.1288290023804,729.0800333023071,cell,1.46771454890369
exp_M1_Mauricio_mcf7_frame_2.png,876.1176357269287,398.7950429916382,909.8823642730713,428.2049570083618,cell,1.2679114207527131
exp_M1_Mauricio_mcf7_frame_2.png,1104.2203903198242,213.49832820892334,1171.2278518676758,243.5099115371704,cell,3.126668431999044
exp_LJ13_LuanaeJulieti_A172_wt_CT_5min_T1564620959.jpg,248.77342987060547,219.18673133850098,315.2266311645508,245.81326866149902,cell,0.5921866918395539
exp_LJ13_LuanaeJulieti_A172_wt_CT_5min_T1564620959.jpg,151.03308868408203,251.39292240142822,249.70421600341797,275.4326391220093,cell,0.3080527701374821
exp_LJ13_LuanaeJulieti_A172_wt_CT_5min_T1564620959.jpg,66.78762626647948,270.9509220123291,128.17988777160645,292.04584312438965,cell,0.09804527421667593
exp_LJ13_LuanaeJulieti_A172_wt_CT_5min_T1564620959.jpg,147.25672149658203,280.6526527404785,189.7433090209961,318.3473472595215,cell,1.9601130607511652
exp_LJ13_LuanaeJulieti_A172_wt_CT_5min_T1564620959.jpg,184.03633689880374,301.95985317230225,217.27057838439944,332.10948276519775,cell,1.4711276561567357
exp_LJ13_LuanaeJulieti_A172_wt_CT_5min_T1564620959.jpg,179.98953628540036,335.6368589401245,209.0515098571777,358.81400775909424,cell,3.0509327911290978
exp_LJ13_LuanaeJulieti_A172_wt_CT_5min_T1564620959.jpg,219.40542793273926,336.1493949890137,252.64376640319824,364.3096504211426,cell,3.034857018682997
